recip_state,fips,time,counts_spatial,counts_opt_model,cdc_reported,state_totals
ND,38049,13,2580,2413,2317,401097
ND,38049,14,2624,2417,2371,411450
ND,38049,15,2634,2419,2390,415066
ND,38049,16,2634,2420,2390,416408
ND,38049,17,2643,2421,2392,418443
ND,38049,18,2683,2421,2422,425305
ND,38051,1,0,52,0,5
ND,38051,2,141,95,124,26611
ND,38051,3,400,166,343,79809
ND,38051,4,735,275,560,157515
ND,38051,5,1025,424,712,251876
ND,38051,6,1025,594,781,278906
ND,38051,7,1025,754,815,296376
ND,38051,8,1025,880,833,306094
ND,38051,9,1025,966,866,318237
ND,38051,10,1025,1018,934,337399
ND,38051,11,1025,1049,969,350588
ND,38051,12,1077,1066,1018,372270
ND,38051,13,1149,1075,1058,401097
ND,38051,14,1172,1080,1072,411450
ND,38051,15,1178,1082,1077,415066
ND,38051,16,1180,1084,1085,416408
ND,38051,17,1183,1084,1087,418443
ND,38051,18,1202,1085,1098,425305
ND,38053,1,0,162,0,5
ND,38053,2,403,271,130,26611
ND,38053,3,1071,444,595,79809
ND,38053,4,1903,712,1013,157515
ND,38053,5,3000,1100,1653,251876
ND,38053,6,3207,1614,1960,278906
ND,38053,7,3298,2220,2157,296376
ND,38053,8,3338,2846,2277,306094
ND,38053,9,3338,3407,2411,318237
ND,38053,10,3746,3851,2619,337399
ND,38053,11,4071,4169,2849,350588
ND,38053,12,4426,4380,2975,372270
ND,38053,13,4827,4514,3132,401097
ND,38053,14,4991,4597,3224,411450
ND,38053,15,5059,4646,3272,415066
ND,38053,16,5091,4676,3297,416408
ND,38053,17,5124,4693,3310,418443
ND,38053,18,5213,4703,3413,425305
ND,38055,1,0,177,0,5
ND,38055,2,500,336,183,26611
ND,38055,3,1486,616,877,79809
ND,38055,4,2846,1065,1992,157515
ND,38055,5,4107,1690,2848,251876
ND,38055,6,4107,2405,3107,278906
ND,38055,7,4107,3062,3201,296376
ND,38055,8,4107,3553,3280,306094
ND,38055,9,4107,3868,3431,318237
ND,38055,10,4107,4049,3653,337399
ND,38055,11,4107,4148,3790,350588
ND,38055,12,4244,4200,3913,372270
ND,38055,13,4520,4227,4216,401097
ND,38055,14,4603,4240,4308,411450
ND,38055,15,4624,4247,4337,415066
ND,38055,16,4628,4251,4349,416408
ND,38055,17,4643,4253,4357,418443
ND,38055,18,4715,4254,4418,425305
ND,38057,1,0,162,0,5
ND,38057,2,473,318,148,26611
ND,38057,3,1437,596,590,79809
ND,38057,4,2758,1032,1269,157515
ND,38057,5,3265,1597,2091,251876
ND,38057,6,3265,2170,2328,278906
ND,38057,7,3265,2625,2445,296376
ND,38057,8,3265,2921,2529,306094
ND,38057,9,3265,3090,2598,318237
ND,38057,10,3265,3178,2722,337399
ND,38057,11,3265,3223,2846,350588
ND,38057,12,3279,3245,2969,372270
ND,38057,13,3480,3255,3078,401097
ND,38057,14,3540,3261,3116,411450
ND,38057,15,3553,3263,3134,415066
ND,38057,16,3553,3264,3147,416408
ND,38057,17,3565,3265,3150,418443
ND,38057,18,3619,3265,3188,425305
ND,38059,1,-2.94199e-13,399,0,5
ND,38059,2,1050,705,850,26611
ND,38059,3,2952,1224,2605,79809
ND,38059,4,5533,2070,5343,157515
ND,38059,5,9139,3351,8526,251876
ND,38059,6,10134,5100,9387,278906
ND,38059,7,10658,7173,9856,296376
ND,38059,8,10861,9257,10184,306094
ND,38059,9,10861,11031,10652,318237
ND,38059,10,12004,12342,11509,337399
ND,38059,11,12900,13211,12168,350588
ND,38059,12,13891,13747,12591,372270
ND,38059,13,15038,14063,13660,401097
ND,38059,14,15466,14244,13931,411450
ND,38059,15,15623,14347,14047,415066
ND,38059,16,15682,14404,14069,416408
ND,38059,17,15762,14436,14087,418443
ND,38059,18,16021,14454,14398,425305
ND,38061,1,0,106,0,5
ND,38061,2,266,179,88,26611
ND,38061,3,721,299,856,79809
ND,38061,4,1315,492,1766,157515
ND,38061,5,2146,787,2486,251876
ND,38061,6,2402,1209,2662,278906
ND,38061,7,2610,1757,2824,296376
ND,38061,8,2801,2388,2995,306094
ND,38061,9,3205,3019,3142,318237
ND,38061,10,3470,3567,3415,337399
ND,38061,11,3895,3989,3593,350588
ND,38061,12,4329,4284,3806,372270
ND,38061,13,4787,4477,4122,401097
ND,38061,14,4991,4597,4297,411450
ND,38061,15,5086,4671,4391,415066
ND,38061,16,5132,4714,4429,416408
ND,38061,17,5175,4740,4449,418443
ND,38061,18,5270,4755,4541,425305
ND,38063,1,0,51,0,5
ND,38063,2,166,112,113,26611
ND,38063,3,571,237,583,79809
ND,38063,4,1229,460,1107,157515
ND,38063,5,1712,783,1483,251876
ND,38063,6,1712,1126,1569,278906
ND,38063,7,1712,1391,1639,296376
ND,38063,8,1712,1550,1687,306094
ND,38063,9,1712,1632,1718,318237
ND,38063,10,1712,1670,1794,337399
ND,38063,11,1712,1687,1839,350588
ND,38063,12,1712,1695,1874,372270
ND,38063,13,1815,1698,1983,401097
ND,38063,14,1844,1699,2010,411450
ND,38063,15,1850,1700,2030,415066
ND,38063,16,1850,1700,2030,416408
ND,38063,17,1856,1700,2035,418443
ND,38063,18,1884,1700,2045,425305
ND,38065,1,3.55271e-12,25,0,5
ND,38065,2,74,50,0,26611
ND,38065,3,229,95,89,79809
ND,38065,4,454,170,229,157515
ND,38065,5,638,274,335,251876
ND,38065,6,638,389,374,278906
ND,38065,7,638,489,387,296376
ND,38065,8,638,559,390,306094
ND,38065,9,638,601,406,318237
ND,38065,10,638,623,425,337399
ND,38065,11,638,635,440,350588
ND,38065,12,647,641,462,372270
ND,38065,13,687,643,487,401097
ND,38065,14,700,645,493,411450
ND,38065,15,703,646,495,415066
ND,38065,16,703,646,500,416408
ND,38065,17,705,646,502,418443
ND,38065,18,716,646,513,425305
ND,38067,1,0,134,0,5
ND,38067,2,379,255,305,26611
ND,38067,3,1126,467,836,79809
ND,38067,4,2167,811,1665,157515
ND,38067,5,3252,1296,2455,251876
ND,38067,6,3252,1861,2689,278906
ND,38067,7,3252,2393,2816,296376
ND,38067,8,3252,2799,2910,306094
ND,38067,9,3252,3063,3014,318237
ND,38067,10,3252,3217,3177,337399
ND,38067,11,3252,3302,3406,350588
ND,38067,12,3381,3346,3506,372270
ND,38067,13,3603,3370,3621,401097
ND,38067,14,3672,3382,3726,411450
ND,38067,15,3689,3388,3759,415066
ND,38067,16,3691,3391,3769,416408
ND,38067,17,3703,3392,3779,418443
ND,38067,18,3761,3393,3805,425305
ND,38069,1,0,74,0,5
ND,38069,2,221,149,169,26611
ND,38069,3,697,289,489,79809
ND,38069,4,1382,517,997,157515
ND,38069,5,1795,828,1255,251876
ND,38069,6,1795,1156,1358,278906
ND,38069,7,1795,1423,1431,296376
ND,38069,8,1795,1598,1470,306094
ND,38069,9,1795,1697,1558,318237
ND,38069,10,1795,1748,1626,337399
ND,38069,11,1795,1773,1668,350588
ND,38069,12,1803,1785,1691,372270
ND,38069,13,1915,1791,1754,401097
ND,38069,14,1947,1794,1779,411450
ND,38069,15,1954,1795,1790,415066
ND,38069,16,1955,1796,1790,416408
ND,38069,17,1961,1796,1796,418443
ND,38069,18,1991,1797,1810,425305
ND,38071,1,0,130,0,5
ND,38071,2,394,265,491,26611
ND,38071,3,1271,527,1324,79809
ND,38071,4,2675,1001,3518,157515
ND,38071,5,4808,1763,4470,251876
ND,38071,6,5512,2777,4796,278906
ND,38071,7,5512,3837,5045,296376
ND,38071,8,5512,4698,5248,306094
ND,38071,9,5512,5265,5453,318237
ND,38071,10,5512,5589,5734,337399
ND,38071,11,5625,5760,5961,350588
ND,38071,12,5906,5845,6079,372270
ND,38071,13,6295,5887,6249,401097
ND,38071,14,6413,5907,6427,411450
ND,38071,15,6443,5917,6481,415066
ND,38071,16,6447,5922,6498,416408
ND,38071,17,6468,5924,6513,418443
ND,38071,18,6567,5925,6582,425305
ND,38073,1,0,71,0,5
ND,38073,2,224,151,292,26611
ND,38073,3,755,313,746,79809
ND,38073,4,1627,609,1435,157515
ND,38073,5,2884,1070,2067,251876
ND,38073,6,2884,1634,2334,278906
ND,38073,7,2884,2149,2484,296376
ND,38073,8,2884,2509,2550,306094
ND,38073,9,2884,2716,2633,318237
ND,38073,10,2884,2822,2740,337399
ND,38073,11,2884,2873,2837,350588
ND,38073,12,2927,2897,2885,372270
ND,38073,13,3109,2908,2985,401097
ND,38073,14,3162,2913,3045,411450
ND,38073,15,3174,2915,3058,415066
ND,38073,16,3174,2916,3061,416408
ND,38073,17,3185,2917,3079,418443
ND,38073,18,3233,2917,3131,425305
ND,38075,1,0,44,0,5
ND,38075,2,125,84,0,26611
ND,38075,3,373,155,164,79809
ND,38075,4,708,265,380,157515
ND,38075,5,919,413,572,251876
ND,38075,6,919,573,625,278906
ND,38075,7,919,710,667,296376
ND,38075,8,919,806,681,306094
ND,38075,9,919,866,708,318237
ND,38075,10,919,898,745,337399
ND,38075,11,919,916,771,350588
ND,38075,12,934,925,789,372270
ND,38075,13,993,929,875,401097
ND,38075,14,1011,932,886,411450
ND,38075,15,1015,933,895,415066
ND,38075,16,1015,933,895,416408
ND,38075,17,1019,934,897,418443
ND,38075,18,1035,934,911,425305
ND,38077,1,-1.20025e-13,233,0,5
ND,38077,2,758,509,371,26611
ND,38077,3,2576,1068,1429,79809
ND,38077,4,5541,2073,3297,157515
ND,38077,5,8153,3548,5665,251876
ND,38077,6,8153,5173,6200,278906
ND,38077,7,8153,6484,6545,296376
ND,38077,8,8153,7300,6725,306094
ND,38077,9,8153,7730,6909,318237
ND,38077,10,8153,7936,7272,337399
ND,38077,11,8153,8031,7515,350588
ND,38077,12,8158,8073,7679,372270
ND,38077,13,8653,8092,7975,401097
ND,38077,14,8795,8100,8143,411450
ND,38077,15,8824,8104,8209,415066
ND,38077,16,8825,8106,8233,416408
ND,38077,17,8850,8106,8256,418443
ND,38077,18,8986,8107,8451,425305
ND,38079,1,-1.20536e-13,234,0,5
ND,38079,2,557,374,380,26611
ND,38079,3,1423,590,2724,79809
ND,38079,4,2456,919,5191,157515
ND,38079,5,3823,1402,5902,251876
ND,38079,6,4121,2074,6025,278906
ND,38079,7,4380,2948,6375,296376
ND,38079,8,4673,3983,6592,306094
ND,38079,9,4773,5087,6897,318237
ND,38079,10,5969,6137,7425,337399
ND,38079,11,6868,7033,7785,350588
ND,38079,12,7812,7731,7996,372270
ND,38079,13,8806,8235,9011,401097
ND,38079,14,9316,8580,9418,411450
ND,38079,15,9592,8809,9636,415066
ND,38079,16,9750,8956,9744,416408
ND,38079,17,9880,9049,9818,418443
ND,38079,18,10095,9108,10067,425305
ND,38081,1,0,53,0,5
ND,38081,2,183,123,101,26611
ND,38081,3,656,272,329,79809
ND,38081,4,1475,552,962,157515
ND,38081,5,2147,971,1558,251876
ND,38081,6,2147,1422,1782,278906
ND,38081,7,2147,1763,1863,296376
ND,38081,8,2147,1960,1900,306094
ND,38081,9,2147,2056,1944,318237
ND,38081,10,2147,2099,2053,337399
ND,38081,11,2147,2117,2116,350588
ND,38081,12,2147,2125,2157,372270
ND,38081,13,2275,2128,2217,401097
ND,38081,14,2312,2130,2248,411450
ND,38081,15,2319,2130,2266,415066
ND,38081,16,2319,2130,2269,416408
ND,38081,17,2325,2130,2283,418443
ND,38081,18,2362,2131,2324,425305
ND,38083,1,-8.59579e-12,28,0,5
ND,38083,2,86,58,0,26611
ND,38083,3,267,111,173,79809
ND,38083,4,509,194,261,157515
ND,38083,5,509,292,347,251876
ND,38083,6,509,380,386,278906
ND,38083,7,509,440,390,296376
ND,38083,8,509,473,395,306094
ND,38083,9,509,490,411,318237
ND,38083,10,509,499,432,337399
ND,38083,11,509,502,446,350588
ND,38083,12,509,504,463,372270
ND,38083,13,540,505,472,401097
ND,38083,14,548,505,476,411450
ND,38083,15,550,506,476,415066
ND,38083,16,550,506,478,416408
ND,38083,17,552,506,478,418443
ND,38083,18,560,506,483,425305
ND,38085,1,0,32,0,5
ND,38085,2,70,47,0,26611
ND,38085,3,166,69,398,79809
ND,38085,4,272,102,695,157515
ND,38085,5,403,148,975,251876
ND,38085,6,425,214,1046,278906
ND,38085,7,453,305,1094,296376
ND,38085,8,505,431,1177,306094
ND,38085,9,559,595,1309,318237
ND,38085,10,820,803,1486,337399
ND,38085,11,1027,1051,1664,350588
ND,38085,12,1341,1328,1726,372270
ND,38085,13,1728,1616,1942,401097
ND,38085,14,2055,1893,2170,411450
ND,38085,15,2331,2141,2361,415066
ND,38085,16,2557,2349,2483,416408
ND,38085,17,2745,2514,2579,418443
ND,38085,18,2925,2639,2650,425305
ND,38087,1,0,10,0,5
ND,38087,2,29,20,0,26611
ND,38087,3,91,38,26,79809
ND,38087,4,168,63,40,157515
ND,38087,5,170,94,55,251876
ND,38087,6,170,122,64,278906
ND,38087,7,170,143,68,296376
ND,38087,8,170,156,68,306094
ND,38087,9,170,163,68,318237
ND,38087,10,170,166,70,337399
ND,38087,11,170,168,75,350588
ND,38087,12,170,169,77,372270
ND,38087,13,180,169,80,401097
ND,38087,14,183,169,81,411450
ND,38087,15,184,169,83,415066
ND,38087,16,185,170,83,416408
ND,38087,17,185,170,83,418443
ND,38087,18,188,170,83,425305
ND,38089,1,-3.02897e-13,588,0,5
ND,38089,2,1551,1042,505,26611
ND,38089,3,4325,1793,2323,79809
ND,38089,4,7875,2946,4131,157515
ND,38089,5,11441,4527,6639,251876
ND,38089,6,11441,6389,7604,278906
ND,38089,7,11441,8227,8042,296376
ND,38089,8,11441,9751,8337,306094
ND,38089,9,11441,10841,8688,318237
ND,38089,10,11542,11542,9490,337399
ND,38089,11,11680,11962,10152,350588
ND,38089,12,12331,12203,10570,372270
ND,38089,13,13193,12338,11039,401097
ND,38089,14,13478,12413,11236,411450
ND,38089,15,13560,12453,11334,415066
ND,38089,16,13583,12476,11380,416408
ND,38089,17,13635,12488,11404,418443
ND,38089,18,13850,12495,11660,425305
ND,38091,1,0,23,0,5
ND,38091,2,81,55,0,26611
ND,38091,3,303,126,161,79809
ND,38091,4,703,263,432,157515
ND,38091,5,938,463,650,251876
ND,38091,6,938,664,672,278906
ND,38091,7,938,802,696,296376
ND,38091,8,938,875,716,306094
ND,38091,9,938,907,749,318237
ND,38091,10,938,921,778,337399
ND,38091,11,938,927,794,350588
ND,38091,12,938,929,818,372270
ND,38091,13,994,930,849,401097
ND,38091,14,1009,930,864,411450
ND,38091,15,1012,930,875,415066
ND,38091,16,1012,930,877,416408
ND,38091,17,1015,930,884,418443
ND,38091,18,1030,930,892,425305
ND,38093,1,0,365,0,5
ND,38093,2,1055,709,1142,26611
ND,38093,3,3220,1335,2005,79809
ND,38093,4,6351,2376,5171,157515
ND,38093,5,9957,3879,7145,251876
ND,38093,6,9957,5656,7808,278906
ND,38093,7,9957,7323,8344,296376
ND,38093,8,9957,8578,8602,306094
ND,38093,9,9957,9377,8943,318237
ND,38093,10,9957,9831,9396,337399
ND,38093,11,9957,10074,9875,350588
ND,38093,12,10306,10199,10246,372270
ND,38093,13,10973,10262,10596,401097
ND,38093,14,11177,10294,10848,411450
ND,38093,15,11227,10310,10920,415066
ND,38093,16,11233,10318,10931,416408
ND,38093,17,11269,10321,10948,418443
ND,38093,18,11442,10323,11085,425305
