recip_state,fips,time,counts_spatial,counts_opt_model,cdc_reported,state_totals
AR,05045,5,17512,7155,32422,792147
AR,05045,6,23571,11530,37764,945957
AR,05045,7,29136,17754,40909,1039832
AR,05045,8,29732,25712,43339,1106383
AR,05045,9,43491,34606,49732,1261816
AR,05045,10,51481,43169,53382,1378871
AR,05045,11,57295,50306,55115,1450592
AR,05045,12,61055,55574,56319,1490934
AR,05045,13,64772,59125,58366,1545587
AR,05045,14,67628,61373,62859,1591771
AR,05045,15,69153,62741,63889,1614916
AR,05045,16,70066,63553,64374,1629033
AR,05045,17,70808,64028,64837,1642395
AR,05045,18,71362,64304,65170,1653127
AR,05047,1,1,550,0,106
AR,05047,2,645,886,346,63323
AR,05047,3,2410,1389,1908,240332
AR,05047,4,4408,2093,3030,453422
AR,05047,5,7323,2992,4588,792147
AR,05047,6,8070,4012,5204,945957
AR,05047,7,8070,5026,5579,1039832
AR,05047,8,8070,5911,5901,1106383
AR,05047,9,8293,6599,6847,1261816
AR,05047,10,8371,7088,7611,1378871
AR,05047,11,8371,7413,7914,1450592
AR,05047,12,8371,7620,8051,1490934
AR,05047,13,8489,7749,8205,1545587
AR,05047,14,8623,7826,8420,1591771
AR,05047,15,8677,7873,8519,1614916
AR,05047,16,8710,7901,8569,1629033
AR,05047,17,8756,7918,8612,1642395
AR,05047,18,8798,7928,8633,1653127
AR,05049,1,1,296,0,106
AR,05049,2,357,490,0,63323
AR,05049,3,1367,788,690,240332
AR,05049,4,2556,1214,1221,453422
AR,05049,5,4324,1767,2105,792147
AR,05049,6,4855,2397,2527,945957
AR,05049,7,4855,3021,2674,1039832
AR,05049,8,4855,3556,2822,1106383
AR,05049,9,4978,3961,3182,1261816
AR,05049,10,4978,4240,3508,1378871
AR,05049,11,4978,4420,3654,1450592
AR,05049,12,4978,4532,3740,1490934
AR,05049,13,5038,4599,3836,1545587
AR,05049,14,5110,4638,3960,1591771
AR,05049,15,5138,4662,4004,1614916
AR,05049,16,5154,4675,4039,1629033
AR,05049,17,5178,4683,4074,1642395
AR,05049,18,5201,4687,4089,1653127
AR,05051,1,3,2188,0,106
AR,05051,2,2495,3424,2000,63323
AR,05051,3,9152,5274,8277,240332
AR,05051,4,16713,7936,15938,453422
AR,05051,5,28289,11558,24235,792147
AR,05051,6,32976,16130,27739,945957
AR,05051,7,35088,21381,29917,1039832
AR,05051,8,36592,26800,31437,1106383
AR,05051,9,39970,31804,35440,1261816
AR,05051,10,42903,35976,39031,1378871
AR,05051,11,44607,39166,40856,1450592
AR,05051,12,45535,41448,41752,1490934
AR,05051,13,47111,43004,43049,1545587
AR,05051,14,48519,44031,44144,1591771
AR,05051,15,49260,44693,44676,1614916
AR,05051,16,49739,45115,44938,1629033
AR,05051,17,50186,45380,45331,1642395
AR,05051,18,50546,45547,45632,1653127
AR,05053,1,1,191,0,106
AR,05053,2,238,326,286,63323
AR,05053,3,949,547,1069,240332
AR,05053,4,1897,901,2311,453422
AR,05053,5,3524,1440,3980,792147
AR,05053,6,4501,2202,4812,945957
AR,05053,7,5207,3173,5253,1039832
AR,05053,8,5813,4258,5662,1106383
AR,05053,9,6669,5307,6643,1261816
AR,05053,10,7380,6189,7258,1378871
AR,05053,11,7797,6846,7552,1450592
AR,05053,12,8013,7294,7841,1490934
AR,05053,13,8305,7581,8106,1545587
AR,05053,14,8547,7757,8181,1591771
AR,05053,15,8666,7863,8280,1614916
AR,05053,16,8738,7926,8336,1629033
AR,05053,17,8805,7962,8388,1642395
AR,05053,18,8859,7983,8426,1653127
AR,05055,1,2,1290,0,106
AR,05055,2,1510,2076,973,63323
AR,05055,3,5646,3254,3847,240332
AR,05055,4,10340,4910,6207,453422
AR,05055,5,17233,7041,10135,792147
AR,05055,6,19330,9489,11489,945957
AR,05055,7,19330,11963,12395,1039832
AR,05055,8,19330,14157,13177,1106383
AR,05055,9,19970,15890,15236,1261816
AR,05055,10,20340,17137,16895,1378871
AR,05055,11,20340,17975,17644,1450592
AR,05055,12,20340,18514,18053,1490934
AR,05055,13,20650,18850,18563,1545587
AR,05055,14,20997,19055,18987,1591771
AR,05055,15,21140,19180,19281,1614916
AR,05055,16,21227,19254,19451,1629033
AR,05055,17,21342,19299,19586,1642395
AR,05055,18,21447,19326,19692,1653127
AR,05057,1,1,555,0,106
AR,05057,2,613,843,85,63323
AR,05057,3,2188,1261,574,240332
AR,05057,4,3877,1841,1567,453422
AR,05057,5,6376,2605,2655,792147
AR,05057,6,7237,3540,3649,945957
AR,05057,7,7531,4589,3971,1039832
AR,05057,8,7724,5657,4295,1106383
AR,05057,9,8347,6642,5037,1261816
AR,05057,10,8908,7470,6060,1378871
AR,05057,11,9241,8114,7300,1450592
AR,05057,12,9431,8585,7697,1490934
AR,05057,13,9766,8915,7980,1545587
AR,05057,14,10070,9139,8380,1591771
AR,05057,15,10237,9288,8523,1614916
AR,05057,16,10346,9385,8608,1629033
AR,05057,17,10448,9448,8679,1642395
AR,05057,18,10529,9488,8785,1653127
AR,05059,1,2,1156,0,106
AR,05059,2,1309,1799,432,63323
AR,05059,3,4730,2726,2373,240332
AR,05059,4,8380,3979,4534,453422
AR,05059,5,13537,5531,7380,792147
AR,05059,6,14336,7263,8556,945957
AR,05059,7,14336,8982,9234,1039832
AR,05059,8,14336,10500,9912,1106383
AR,05059,9,14715,11709,11590,1261816
AR,05059,10,14952,12596,12724,1378871
AR,05059,11,14952,13207,13170,1450592
AR,05059,12,14952,13610,13423,1490934
AR,05059,13,15193,13869,13763,1545587
AR,05059,14,15462,14032,14069,1591771
AR,05059,15,15578,14134,14225,1614916
AR,05059,16,15651,14196,14324,1629033
AR,05059,17,15742,14235,14422,1642395
AR,05059,18,15824,14259,14476,1653127
AR,05061,1,1,462,0,106
AR,05061,2,512,704,148,63323
AR,05061,3,1823,1051,880,240332
AR,05061,4,3207,1523,1951,453422
AR,05061,5,5203,2126,3274,792147
AR,05061,6,5789,2832,3712,945957
AR,05061,7,5871,3582,3987,1039832
AR,05061,8,5871,4300,4224,1106383
AR,05061,9,6185,4922,4935,1261816
AR,05061,10,6457,5415,6010,1378871
AR,05061,11,6584,5781,6554,1450592
AR,05061,12,6632,6037,6698,1490934
AR,05061,13,6804,6211,6835,1545587
AR,05061,14,6970,6326,6982,1591771
AR,05061,15,7054,6400,7095,1614916
AR,05061,16,7108,6448,7152,1629033
AR,05061,17,7165,6479,7198,1642395
AR,05061,18,7211,6498,7247,1653127
AR,05063,1,2,1388,0,106
AR,05063,2,1524,2095,583,63323
AR,05063,3,5350,3083,2353,240332
AR,05063,4,9235,4385,4079,453422
AR,05063,5,14617,5972,6794,792147
AR,05063,6,15125,7732,7800,945957
AR,05063,7,15125,9492,9432,1039832
AR,05063,8,15125,11078,10101,1106383
AR,05063,9,15558,12380,11953,1261816
AR,05063,10,15943,13369,13076,1378871
AR,05063,11,15996,14076,13579,1450592
AR,05063,12,15996,14560,14104,1490934
AR,05063,13,16303,14882,14624,1545587
AR,05063,14,16631,15093,15118,1591771
AR,05063,15,16784,15228,15381,1614916
AR,05063,16,16883,15314,15544,1629033
AR,05063,17,16996,15369,15692,1642395
AR,05063,18,17094,15404,15773,1653127
AR,05065,1,1,376,0,106
AR,05065,2,436,599,145,63323
AR,05065,3,1612,929,1215,240332
AR,05065,4,2923,1388,1814,453422
AR,05065,5,4836,1976,2581,792147
AR,05065,6,5382,2649,3000,945957
AR,05065,7,5382,3332,3272,1039832
AR,05065,8,5382,3942,3472,1106383
AR,05065,9,5567,4430,4006,1261816
AR,05065,10,5697,4786,4440,1378871
AR,05065,11,5697,5028,4625,1450592
AR,05065,12,5697,5186,4764,1490934
AR,05065,13,5790,5286,4912,1545587
AR,05065,14,5893,5348,5045,1591771
AR,05065,15,5936,5386,5099,1614916
AR,05065,16,5963,5409,5143,1629033
AR,05065,17,5997,5423,5195,1642395
AR,05065,18,6027,5431,5220,1653127
AR,05067,1,1,528,0,106
AR,05067,2,593,815,187,63323
AR,05067,3,2129,1227,1311,240332
AR,05067,4,3763,1787,2368,453422
AR,05067,5,6092,2489,3594,792147
AR,05067,6,6624,3290,4025,945957
AR,05067,7,6624,4107,4231,1039832
AR,05067,8,6624,4852,4425,1106383
AR,05067,9,6870,5467,5076,1261816
AR,05067,10,7074,5932,5517,1378871
AR,05067,11,7123,6261,5749,1450592
AR,05067,12,7123,6484,5939,1490934
AR,05067,13,7263,6630,6088,1545587
AR,05067,14,7409,6724,6293,1591771
AR,05067,15,7476,6783,6416,1614916
AR,05067,16,7520,6821,6492,1629033
AR,05067,17,7568,6844,6538,1642395
AR,05067,18,7610,6858,6565,1653127
AR,05069,1,1,685,0,106
AR,05069,2,801,1101,1033,63323
AR,05069,3,3045,1755,4349,240332
AR,05069,4,5825,2766,8029,453422
AR,05069,5,10495,4288,12736,792147
AR,05069,6,13251,6482,15124,945957
AR,05069,7,15528,9462,16708,1039832
AR,05069,8,18016,13195,18095,1106383
AR,05069,9,21901,17427,21439,1261816
AR,05069,10,25894,21713,23699,1378871
AR,05069,11,29140,25586,25421,1450592
AR,05069,12,31575,28741,26480,1490934
AR,05069,13,34071,31101,27935,1545587
AR,05069,14,36094,32756,28767,1591771
AR,05069,15,37327,33866,29293,1614916
AR,05069,16,38132,34587,29627,1629033
AR,05069,17,38757,35046,29914,1642395
AR,05069,18,39213,35335,30127,1653127
AR,05071,1,2,958,0,106
AR,05071,2,1069,1469,316,63323
AR,05071,3,3816,2199,1599,240332
AR,05071,4,6703,3183,3520,453422
AR,05071,5,10801,4413,6340,792147
AR,05071,6,11653,5809,7221,945957
AR,05071,7,11653,7233,7868,1039832
AR,05071,8,11653,8535,8411,1106383
AR,05071,9,12078,9611,9639,1261816
AR,05071,10,12437,10429,11104,1378871
AR,05071,11,12534,11012,11791,1450592
AR,05071,12,12534,11409,12088,1490934
AR,05071,13,12785,11671,12397,1545587
AR,05071,14,13046,11840,12711,1591771
AR,05071,15,13169,11948,12870,1614916
AR,05071,16,13247,12016,12991,1629033
AR,05071,17,13335,12058,13074,1642395
AR,05071,18,13411,12085,13133,1653127
AR,05073,1,1,187,0,106
AR,05073,2,208,286,0,63323
AR,05073,3,744,429,445,240332
AR,05073,4,1320,627,829,453422
AR,05073,5,2163,884,1269,792147
AR,05073,6,2438,1193,1473,945957
AR,05073,7,2509,1529,1585,1039832
AR,05073,8,2509,1860,1655,1106383
AR,05073,9,2707,2154,1904,1261816
AR,05073,10,2852,2392,2254,1378871
AR,05073,11,2927,2571,2512,1450592
AR,05073,12,2964,2698,2580,1490934
AR,05073,13,3051,2785,2626,1545587
AR,05073,14,3132,2843,2680,1591771
AR,05073,15,3174,2880,2728,1614916
AR,05073,16,3201,2904,2753,1629033
AR,05073,17,3229,2920,2776,1642395
AR,05073,18,3251,2930,2801,1653127
AR,05075,1,1,466,0,106
AR,05075,2,539,741,213,63323
AR,05075,3,1997,1151,1205,240332
AR,05075,4,3639,1728,2092,453422
AR,05075,5,6065,2478,3610,792147
AR,05075,6,6867,3359,4118,945957
AR,05075,7,6994,4277,4404,1039832
AR,05075,8,6994,5123,4800,1106383
AR,05075,9,7311,5818,5609,1261816
AR,05075,10,7557,6337,6391,1378871
AR,05075,11,7621,6698,6788,1450592
AR,05075,12,7621,6937,7046,1490934
AR,05075,13,7766,7089,7271,1545587
AR,05075,14,7917,7185,7489,1591771
AR,05075,15,7983,7243,7569,1614916
AR,05075,16,8025,7279,7653,1629033
AR,05075,17,8074,7301,7699,1642395
AR,05075,18,8117,7315,7741,1653127
AR,05077,1,1,140,0,106
AR,05077,2,170,233,62,63323
AR,05077,3,659,380,435,240332
AR,05077,4,1274,605,958,453422
AR,05077,5,2276,930,1645,792147
AR,05077,6,2778,1359,1869,945957
AR,05077,7,3065,1868,2017,1039832
AR,05077,8,3066,2397,2107,1106383
AR,05077,9,3615,2877,2317,1261816
AR,05077,10,3890,3262,2523,1378871
AR,05077,11,4032,3541,2633,1450592
AR,05077,12,4084,3729,2730,1490934
AR,05077,13,4216,3849,2798,1545587
AR,05077,14,4323,3924,2876,1591771
AR,05077,15,4374,3969,2930,1614916
AR,05077,16,4405,3996,2984,1629033
AR,05077,17,4438,4013,3018,1642395
AR,05077,18,4463,4022,3456,1653127
AR,05079,1,1,282,0,106
AR,05079,2,317,435,104,63323
AR,05079,3,1141,658,720,240332
AR,05079,4,2051,974,1345,453422
AR,05079,5,3414,1395,2366,792147
AR,05079,6,3917,1916,2696,945957
AR,05079,7,4109,2504,2896,1039832
AR,05079,8,4238,3104,3047,1106383
AR,05079,9,4592,3654,3475,1261816
AR,05079,10,4906,4114,3942,1378871
AR,05079,11,5087,4467,4118,1450592
AR,05079,12,5188,4723,4215,1490934
AR,05079,13,5366,4899,4347,1545587
AR,05079,14,5527,5016,4443,1591771
AR,05079,15,5613,5093,4507,1614916
AR,05079,16,5670,5143,4579,1629033
AR,05079,17,5723,5175,4616,1642395
AR,05079,18,5765,5195,4629,1653127
AR,05081,1,1,198,0,106
AR,05081,2,222,305,56,63323
AR,05081,3,808,466,557,240332
AR,05081,4,1472,699,1116,453422
AR,05081,5,2511,1026,1918,792147
AR,05081,6,2982,1459,2226,945957
AR,05081,7,3270,1993,2388,1039832
AR,05081,8,3270,2595,2494,1106383
AR,05081,9,4034,3210,2808,1261816
AR,05081,10,4505,3778,3206,1378871
AR,05081,11,4847,4256,4324,1450592
AR,05081,12,5084,4628,4471,1490934
AR,05081,13,5366,4899,4589,1545587
AR,05081,14,5607,5089,4705,1591771
AR,05081,15,5750,5217,4779,1614916
AR,05081,16,5844,5301,4837,1629033
AR,05081,17,5924,5357,4881,1642395
AR,05081,18,5983,5392,4968,1653127
AR,05083,1,2,868,0,106
AR,05083,2,955,1313,435,63323
AR,05083,3,3354,1933,1567,240332
AR,05083,4,5783,2746,3021,453422
AR,05083,5,9122,3727,4815,792147
AR,05083,6,9271,4800,5734,945957
AR,05083,7,9271,5855,6172,1039832
AR,05083,8,9271,6790,6624,1106383
AR,05083,9,9479,7543,7764,1261816
AR,05083,10,9639,8107,8683,1378871
AR,05083,11,9639,8504,9044,1450592
AR,05083,12,9639,8774,9243,1490934
AR,05083,13,9805,8951,9630,1545587
AR,05083,14,9990,9066,9859,1591771
AR,05083,15,10074,9140,9964,1614916
AR,05083,16,10127,9186,10039,1629033
AR,05083,17,10192,9216,10102,1642395
AR,05083,18,10247,9234,10140,1653127
AR,05085,1,1,635,0,106
AR,05085,2,799,1098,1361,63323
AR,05085,3,3266,1882,5234,240332
AR,05085,4,6678,3171,9337,453422
AR,05085,5,12729,5201,16310,792147
AR,05085,6,16743,8190,20139,945957
AR,05085,7,19987,12179,22288,1039832
AR,05085,8,19987,16857,23824,1106383
AR,05085,9,27125,21583,27818,1261816
AR,05085,10,30632,25686,30346,1378871
AR,05085,11,32808,28806,31474,1450592
AR,05085,12,34001,30949,32092,1490934
AR,05085,13,35406,32320,32976,1545587
AR,05085,14,36535,33156,34064,1591771
AR,05085,15,37092,33653,34501,1614916
AR,05085,16,37420,33942,34755,1629033
AR,05085,17,37722,34110,34952,1642395
AR,05085,18,37960,34206,35110,1653127
AR,05087,1,1,313,0,106
AR,05087,2,371,509,137,63323
AR,05087,3,1410,813,632,240332
AR,05087,4,2664,1265,1756,453422
AR,05087,5,4635,1894,3060,792147
AR,05087,6,5507,2694,3932,945957
AR,05087,7,5914,3604,4336,1039832
AR,05087,8,6167,4517,4624,1106383
AR,05087,9,6689,5323,5349,1261816
AR,05087,10,7106,5959,6136,1378871
AR,05087,11,7308,6417,6427,1450592
AR,05087,12,7389,6726,6592,1490934
AR,05087,13,7587,6926,6797,1545587
AR,05087,14,7769,7051,6992,1591771
AR,05087,15,7856,7128,7070,1614916
AR,05087,16,7910,7175,7114,1629033
AR,05087,17,7965,7203,7168,1642395
AR,05087,18,8012,7220,7222,1653127
AR,05089,1,1,407,0,106
AR,05089,2,492,676,146,63323
AR,05089,3,1893,1091,793,240332
AR,05089,4,3555,1688,1530,453422
AR,05089,5,6033,2465,3074,792147
AR,05089,6,6816,3356,3615,945957
AR,05089,7,6816,4237,3909,1039832
AR,05089,8,6816,4992,4150,1106383
AR,05089,9,6990,5563,4699,1261816
AR,05089,10,6990,5956,5147,1378871
AR,05089,11,6990,6208,5408,1450592
AR,05089,12,6990,6363,5588,1490934
AR,05089,13,7072,6456,5751,1545587
AR,05089,14,7174,6511,5872,1591771
AR,05089,15,7211,6543,5928,1614916
AR,05089,16,7234,6562,5981,1629033
AR,05089,17,7269,6573,6017,1642395
AR,05089,18,7301,6579,6048,1653127
AR,05091,1,1,724,0,106
AR,05091,2,809,1112,169,63323
AR,05091,3,2927,1687,641,240332
AR,05091,4,5290,2512,1540,453422
AR,05091,5,8919,3644,2659,792147
AR,05091,6,10438,5106,3311,945957
AR,05091,7,11246,6853,3661,1039832
AR,05091,8,11958,8758,3908,1106383
AR,05091,9,13365,10635,4543,1261816
AR,05091,10,14682,12312,5375,1378871
AR,05091,11,15585,13684,11786,1450592
AR,05091,12,16178,14726,12197,1490934
AR,05091,13,16953,15475,12657,1545587
AR,05091,14,17622,15992,13088,1591771
AR,05091,15,18007,16338,13360,1614916
AR,05091,16,18265,16567,13523,1629033
AR,05091,17,18485,16715,13699,1642395
AR,05091,18,18656,16811,14036,1653127
AR,05093,1,2,952,0,106
AR,05093,2,1101,1514,199,63323
AR,05093,3,4099,2362,2155,240332
AR,05093,4,7548,3584,4053,453422
AR,05093,5,12810,5234,7816,792147
AR,05093,6,14866,7272,9144,945957
AR,05093,7,15641,9531,9992,1039832
AR,05093,8,16047,11753,10804,1106383
AR,05093,9,17215,13698,12205,1261816
AR,05093,10,18165,15232,13911,1378871
AR,05093,11,18618,16347,14714,1450592
AR,05093,12,18796,17109,15174,1490934
AR,05093,13,19290,17609,15640,1545587
AR,05093,14,19755,17928,16134,1591771
AR,05093,15,19980,18128,16419,1614916
AR,05093,16,20121,18251,16624,1629033
AR,05093,17,20269,18328,16766,1642395
AR,05093,18,20390,18374,16848,1653127
AR,05095,1,1,162,0,106
AR,05095,2,192,264,0,63323
AR,05095,3,737,425,421,240332
AR,05095,4,1394,662,917,453422
AR,05095,5,2425,991,1884,792147
AR,05095,6,2870,1404,2149,945957
AR,05095,7,3062,1866,2312,1039832
AR,05095,8,3163,2317,2483,1106383
AR,05095,9,3399,2705,2879,1261816
AR,05095,10,3580,3002,3191,1378871
AR,05095,11,3658,3212,3327,1450592
AR,05095,12,3658,3351,3449,1490934
AR,05095,13,3767,3439,3542,1545587
AR,05095,14,3849,3493,3627,1591771
AR,05095,15,3886,3526,3682,1614916
AR,05095,16,3909,3546,3715,1629033
AR,05095,17,3934,3558,3761,1642395
AR,05095,18,3956,3565,3801,1653127
AR,05097,1,1,240,0,106
AR,05097,2,299,411,165,63323
AR,05097,3,1178,679,595,240332
AR,05097,4,2232,1060,1523,453422
AR,05097,5,3769,1540,2104,792147
AR,05097,6,3771,2054,2240,945957
AR,05097,7,3771,2519,2367,1039832
AR,05097,8,3771,2880,2478,1106383
AR,05097,9,3771,3128,2725,1261816
AR,05097,10,3771,3285,2927,1378871
AR,05097,11,3771,3379,3040,1450592
AR,05097,12,3771,3433,3107,1490934
AR,05097,13,3794,3464,3158,1545587
AR,05097,14,3835,3481,3202,1591771
AR,05097,15,3847,3491,3235,1614916
AR,05097,16,3854,3496,3248,1629033
AR,05097,17,3869,3499,3269,1642395
AR,05097,18,3885,3501,3283,1653127
AR,05099,1,1,216,0,106
AR,05099,2,243,333,82,63323
AR,05099,3,874,504,290,240332
AR,05099,4,1566,744,824,453422
AR,05099,5,2601,1063,1204,792147
AR,05099,6,2972,1454,1699,945957
AR,05099,7,3101,1890,1825,1039832
AR,05099,8,3180,2329,1976,1106383
AR,05099,9,3425,2726,2361,1261816
AR,05099,10,3640,3053,2825,1378871
AR,05099,11,3759,3301,3190,1450592
AR,05099,12,3822,3479,3320,1490934
AR,05099,13,3944,3601,3439,1545587
AR,05099,14,4057,3682,3513,1591771
AR,05099,15,4115,3734,3561,1614916
AR,05099,16,4154,3768,3604,1629033
AR,05099,17,4191,3790,3692,1642395
AR,05099,18,4220,3803,3728,1653127
AR,05101,1,1,92,0,106
AR,05101,2,116,159,69,63323
AR,05101,3,468,270,341,240332
AR,05101,4,939,446,806,453422
AR,05101,5,1732,708,1328,792147
AR,05101,6,2165,1059,1571,945957
AR,05101,7,2412,1470,1682,1039832
AR,05101,8,2572,1884,1771,1106383
AR,05101,9,2816,2241,2013,1261816
AR,05101,10,2992,2509,2237,1378871
AR,05101,11,3064,2691,2347,1450592
AR,05101,12,3083,2807,2437,1490934
AR,05101,13,3150,2876,2520,1545587
AR,05101,14,3214,2917,2571,1591771
AR,05101,15,3241,2941,2587,1614916
AR,05101,16,3257,2955,2614,1629033
AR,05101,17,3275,2962,2633,1642395
AR,05101,18,3292,2967,2642,1653127
AR,05103,1,1,563,0,106
AR,05103,2,665,914,276,63323
AR,05103,3,2530,1458,1716,240332
AR,05103,4,4761,2261,3079,453422
AR,05103,5,8248,3370,6388,792147
AR,05103,6,9743,4766,7137,945957
AR,05103,7,10391,6332,7736,1039832
AR,05103,8,10391,7878,8351,1106383
AR,05103,9,11592,9224,9831,1261816
AR,05103,10,12250,10272,10933,1378871
AR,05103,11,12551,11020,11409,1450592
AR,05103,12,12594,11521,11806,1490934
AR,05103,13,12974,11843,12127,1545587
AR,05103,14,13270,12043,12389,1591771
AR,05103,15,13409,12166,12560,1614916
AR,05103,16,13495,12241,12655,1629033
AR,05103,17,13587,12286,12730,1642395
AR,05103,18,13665,12314,12784,1653127
AR,05105,1,1,214,0,106
AR,05105,2,258,354,151,63323
AR,05105,3,999,576,765,240332
AR,05105,4,1916,910,1717,453422
AR,05105,5,3370,1377,2849,792147
AR,05105,6,4027,1970,3290,945957
AR,05105,7,4321,2633,3558,1039832
AR,05105,8,4479,3281,3763,1106383
AR,05105,9,4815,3832,4417,1261816
AR,05105,10,5069,4251,4811,1378871
AR,05105,11,5173,4542,4965,1450592
AR,05105,12,5173,4731,5046,1490934
AR,05105,13,5312,4849,5164,1545587
AR,05105,14,5423,4922,5291,1591771
AR,05105,15,5472,4965,5342,1614916
AR,05105,16,5502,4991,5391,1629033
AR,05105,17,5536,5006,5419,1642395
AR,05105,18,5565,5015,5444,1653127
AR,05107,1,1,265,0,106
AR,05107,2,326,447,90,63323
AR,05107,3,1291,744,805,240332
AR,05107,4,2550,1211,2141,453422
AR,05107,5,4674,1910,4119,792147
AR,05107,6,5881,2877,4864,945957
AR,05107,7,6694,4079,5299,1039832
AR,05107,8,7358,5389,5629,1106383
AR,05107,9,8329,6628,6483,1261816
AR,05107,10,9126,7653,7467,1378871
AR,05107,11,9578,8410,7902,1450592
AR,05107,12,9728,8924,8105,1490934
AR,05107,13,10136,9253,8301,1545587
AR,05107,14,10419,9456,8501,1591771
AR,05107,15,10556,9578,8655,1614916
AR,05107,16,10640,9651,8823,1629033
AR,05107,17,10720,9694,8877,1642395
AR,05107,18,10785,9719,8967,1653127
AR,05109,1,1,325,0,106
AR,05109,2,379,520,118,63323
AR,05109,3,1405,810,597,240332
AR,05109,4,2548,1210,1412,453422
AR,05109,5,4192,1713,2320,792147
AR,05109,6,4512,2276,2512,945957
AR,05109,7,4512,2828,2770,1039832
AR,05109,8,4512,3305,2964,1106383
AR,05109,9,4616,3673,3445,1261816
AR,05109,10,4634,3934,3941,1378871
AR,05109,11,4634,4107,4158,1450592
AR,05109,12,4634,4218,4234,1490934
AR,05109,13,4695,4286,4309,1545587
AR,05109,14,4769,4328,4398,1591771
AR,05109,15,4797,4353,4446,1614916
AR,05109,16,4815,4368,4472,1629033
AR,05109,17,4840,4377,4501,1642395
AR,05109,18,4864,4383,4527,1653127
AR,05111,1,1,697,0,106
AR,05111,2,750,1031,389,63323
AR,05111,3,2603,1500,1812,240332
AR,05111,4,4490,2132,2951,453422
AR,05111,5,7195,2940,4947,792147
AR,05111,6,7981,3904,5621,945957
AR,05111,7,8149,4966,6123,1039832
AR,05111,8,8242,6037,6540,1106383
AR,05111,9,8827,7024,7733,1261816
AR,05111,10,9375,7862,8826,1378871
AR,05111,11,9709,8525,9365,1450592
AR,05111,12,9910,9021,9763,1490934
AR,05111,13,10272,9377,10012,1545587
AR,05111,14,10606,9625,10266,1591771
AR,05111,15,10793,9793,10398,1614916
AR,05111,16,10921,9906,10496,1629033
AR,05111,17,11037,9981,10573,1642395
AR,05111,18,11132,10031,10645,1653127
AR,05113,1,1,778,0,106
AR,05113,2,840,1154,268,63323
AR,05113,3,2887,1664,1085,240332
AR,05113,4,4875,2315,1777,453422
AR,05113,5,7384,3083,3432,792147
AR,05113,6,7384,3906,4084,945957
AR,05113,7,7384,4705,4368,1039832
AR,05113,8,7384,5408,4590,1106383
AR,05113,9,7510,5976,5202,1261816
AR,05113,10,7601,6404,5907,1378871
AR,05113,11,7601,6710,6240,1450592
AR,05113,12,7601,6919,6524,1490934
AR,05113,13,7734,7060,6656,1545587
AR,05113,14,7881,7152,6818,1591771
AR,05113,15,7949,7212,6987,1614916
AR,05113,16,7994,7251,7062,1629033
AR,05113,17,8046,7276,7113,1642395
AR,05113,18,8091,7291,7183,1653127
AR,05115,1,3,2363,0,106
AR,05115,2,2673,3675,836,63323
AR,05115,3,9653,5563,4170,240332
AR,05115,4,17084,8112,9073,453422
AR,05115,5,27577,11267,15687,792147
AR,05115,6,29140,14782,18604,945957
AR,05115,7,29140,18267,20577,1039832
AR,05115,8,29140,21342,21830,1106383
AR,05115,9,29900,23791,24886,1261816
AR,05115,10,30366,25586,27665,1378871
AR,05115,11,30366,26823,28843,1450592
AR,05115,12,30366,27640,29417,1490934
AR,05115,13,30855,28165,30143,1545587
AR,05115,14,31399,28495,31001,1591771
AR,05115,15,31634,28701,31391,1614916
AR,05115,16,31782,28828,31655,1629033
AR,05115,17,31968,28907,31838,1642395
AR,05115,18,32133,28955,32032,1653127
AR,05117,1,1,227,0,106
AR,05117,2,267,367,121,63323
AR,05117,3,999,576,497,240332
AR,05117,4,1836,872,896,453422
AR,05117,5,3061,1251,1656,792147
AR,05117,6,3431,1687,1888,945957
AR,05117,7,3431,2126,2138,1039832
AR,05117,8,3431,2513,2274,1106383
AR,05117,9,3541,2818,2696,1261816
AR,05117,10,3598,3036,3002,1378871
AR,05117,11,3598,3182,3108,1450592
AR,05117,12,3598,3275,3219,1490934
AR,05117,13,3651,3333,3294,1545587
AR,05117,14,3711,3368,3406,1591771
AR,05117,15,3736,3390,3436,1614916
AR,05117,16,3750,3402,3470,1629033
AR,05117,17,3771,3410,3500,1642395
AR,05117,18,3788,3414,3515,1653127
AR,05119,1,4,3174,0,106
AR,05119,2,4131,5681,13650,63323
AR,05119,3,17496,10082,41736,240332
AR,05119,4,37138,17634,73629,453422
AR,05119,5,73659,30095,119244,792147
AR,05119,6,100910,49384,140633,945957
AR,05119,7,125506,76476,154564,1039832
AR,05119,8,148908,109760,163777,1106383
AR,05119,9,181598,144528,181753,1261816
AR,05119,10,208882,175204,193078,1378871
AR,05119,11,226065,198490,200798,1450592
AR,05119,12,235358,214229,205960,1490934
AR,05119,13,245377,224048,215469,1545587
AR,05119,14,253266,229872,220907,1591771
AR,05119,15,257026,233223,224625,1614916
AR,05119,16,259131,235117,226940,1629033
AR,05119,17,261128,236178,229121,1642395
AR,05119,18,262713,236768,230725,1653127
AR,05121,1,1,469,0,106
AR,05121,2,544,748,310,63323
AR,05121,3,2023,1166,1212,240332
AR,05121,4,3700,1757,1871,453422
AR,05121,5,6185,2527,2715,792147
AR,05121,6,7022,3435,3132,945957
AR,05121,7,7173,4382,3585,1039832
AR,05121,8,7173,5254,4707,1106383
AR,05121,9,7501,5969,5469,1261816
AR,05121,10,7754,6502,6099,1378871
